3.000000,0.196340,1,1
0.222268,0.023958,3.951929,0.001271,0.859997,0.600045,5.199747,0.001797,0.733497,0.627640,7.248195,0.000000,-0.000000,0.573077,0.255211,-0.034456,-0.000000,-0.000000,0.255211,0.420561,-0.023701,-0.000000,0.000000,-0.034456,-0.023701,0.299365,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,1.002500,0.050002,-0.000000,0.000000,0.000000,0.050002,1.000096,73.587125,1
0.182986,0.063922,3.425916,0.532759,1.119984,0.600225,5.199429,0.005390,1.160542,0.494821,7.251485,-0.126848,-0.011817,0.021487,0.000530,-0.000294,-0.004890,-0.000455,0.000530,0.021181,-0.000944,0.012173,0.001134,-0.000294,-0.000944,0.320623,0.008711,0.000811,-0.004890,0.012173,0.008711,0.897680,0.089546,-0.000455,0.001134,0.000811,0.089546,0.999218,0.218954,0
0.169942,0.064767,3.128310,0.630024,1.379955,0.600629,5.198979,0.010778,1.257198,0.533389,7.234913,0.120377,0.030046,0.017170,0.004800,-0.003568,-0.010865,-0.003891,0.004800,0.003834,0.000501,-0.004831,0.000300,-0.003568,0.000501,0.330152,-0.021398,-0.005519,-0.010865,-0.004831,-0.021398,0.164194,0.032239,-0.003891,0.000300,-0.005519,0.032239,0.983463,1.827800,1
0.152357,0.057994,2.931947,0.759204,1.639904,0.601347,5.198392,0.017960,1.616604,0.595211,7.249728,0.160082,0.046127,0.010666,-0.000373,0.007424,-0.009118,-0.003115,-0.000373,0.010237,-0.002581,0.027495,0.010700,0.007424,-0.002581,0.347348,-0.009568,-0.001083,-0.009118,0.027495,-0.009568,0.099845,0.054527,-0.003115,0.010700,-0.001083,0.054527,0.973223,0.163677,0
0.140479,0.055265,2.693585,0.696262,1.899823,0.602470,5.197661,0.026932,1.851424,0.563630,5.942901,0.032048,-0.204616,0.009036,0.001750,0.003857,-0.001116,-0.001594,0.001750,0.004126,-0.001417,0.005283,0.002668,0.003857,-0.001417,0.086693,-0.008312,-0.038349,-0.001116,0.005283,-0.008312,0.014387,0.046585,-0.001594,0.002668,-0.038349,0.046585,0.933849,6.895385,1
0.130059,0.051309,2.509450,0.650857,2.159704,0.604086,5.196776,0.037693,2.160720,0.593931,5.944099,0.046390,-0.152867,0.006749,0.000568,0.006278,-0.001578,-0.003427,0.000568,0.006302,-0.003125,0.007994,0.016893,0.006278,-0.003125,0.106171,-0.008178,-0.033977,-0.001578,0.007994,-0.008178,0.017329,0.084709,-0.003427,0.016893,-0.033977,0.084709,0.915817,0.242764,0
0.122632,0.049611,2.349269,0.621617,2.419540,0.606284,5.195728,0.050239,2.375931,0.641808,5.477423,0.074033,-0.213292,0.006447,0.000801,0.005166,-0.001193,-0.004752,0.000801,0.004231,-0.002229,0.004764,0.013591,0.005166,-0.002229,0.059582,-0.009006,-0.058996,-0.001193,0.004764,-0.009006,0.013353,0.083700,-0.004752,0.013591,-0.058996,0.083700,0.755969,5.028699,1
0.116066,0.049929,2.216780,0.594008,2.679323,0.609155,5.194504,0.064565,2.648790,0.661559,5.479027,0.064838,-0.207937,0.005456,0.000018,0.006739,-0.001833,-0.007304,0.000018,0.006068,-0.003544,0.008035,0.030164,0.006739,-0.003544,0.078656,-0.009502,-0.049617,-0.001833,0.008035,-0.009502,0.019489,0.105973,-0.007304,0.030164,-0.049617,0.105973,0.697589,0.003646,0
0.110359,0.049293,2.104277,0.563655,2.939043,0.612786,5.193090,0.080668,2.915594,0.655935,5.424107,0.021920,-0.340158,0.005339,0.000165,0.005482,-0.001619,-0.006531,0.000165,0.005004,-0.002903,0.006494,0.023709,0.005482,-0.002903,0.052436,-0.009303,-0.047759,-0.001619,0.006494,-0.009303,0.016738,0.084316,-0.006531,0.023709,-0.047759,0.084316,0.484467,0.146863,1
0.106332,0.048338,2.007119,0.537611,3.198690,0.617267,5.191470,0.098541,3.147903,0.654736,5.376120,0.009596,-0.323480,0.004761,-0.000347,0.006771,-0.001841,-0.006523,-0.000347,0.007091,-0.003767,0.009588,0.033895,0.006771,-0.003767,0.071364,-0.008552,-0.036656,-0.001841,0.009588,-0.008552,0.020177,0.086608,-0.006523,0.033895,-0.036656,0.086608,0.407014,1.052460,0
0.102010,0.050863,1.922493,0.577166,3.458253,0.622685,5.189627,0.118180,3.435839,0.549592,5.441521,-0.145017,-0.769537,0.004730,-0.000226,0.005626,-0.001545,-0.005084,-0.000226,0.006144,-0.003932,0.007687,0.024593,0.005626,-0.003932,0.050987,-0.009026,-0.036054,-0.001545,0.007687,-0.009026,0.015527,0.060385,-0.005084,0.024593,-0.036054,0.060385,0.255367,1.537531,1
0.098206,0.072578,1.847507,0.715632,3.717722,0.629130,5.187542,0.139576,3.740180,0.435653,5.536824,-0.272736,-1.031221,0.004265,-0.000249,0.006610,-0.000994,-0.002674,-0.000249,0.007832,-0.004529,0.009403,0.027812,0.006610,-0.004529,0.069636,-0.007502,-0.026313,-0.000994,0.009403,-0.007502,0.016103,0.055128,-0.002674,0.027812,-0.026313,0.055128,0.202188,2.373432,0
0.095302,0.076563,1.782046,0.730060,3.977082,0.636689,5.185194,0.162724,4.019235,0.520121,5.529052,-0.133150,-0.506097,0.004295,-0.000199,0.005896,-0.000755,-0.001873,-0.000199,0.006758,-0.007616,0.007043,0.018496,0.005896,-0.007616,0.060707,-0.011803,-0.038168,-0.000755,0.007043,-0.011803,0.010895,0.033931,-0.001873,0.018496,-0.038168,0.033931,0.114559,3.919324,1
0.093220,0.081421,1.723100,0.740584,4.236322,0.645449,5.182560,0.187614,4.292862,0.513640,5.502100,-0.125211,-0.424649,0.004049,-0.000313,0.007169,-0.000637,-0.001463,-0.000313,0.007800,-0.007461,0.007676,0.018787,0.007169,-0.007461,0.076509,-0.009498,-0.027893,-0.000637,0.007676,-0.009498,0.010532,0.029771,-0.001463,0.018787,-0.027893,0.029771,0.090457,0.299106,0
0.091271,0.082506,1.668787,0.733028,4.495424,0.655498,5.179618,0.214238,4.549618,0.558161,5.340837,-0.073893,-0.261153,0.004084,-0.000297,0.005634,-0.000574,-0.001274,-0.000297,0.007791,-0.006784,0.007133,0.016194,0.005634,-0.006784,0.053736,-0.008362,-0.022709,-0.000574,0.007133,-0.008362,0.009025,0.023574,-0.001274,0.016194,-0.022709,0.023574,0.066142,1.568586,1
0.088783,0.080062,1.619072,0.711278,4.754374,0.666921,5.176340,0.242587,4.727672,0.674274,5.101639,0.036293,-0.000377,0.003914,-0.000384,0.007008,-0.000537,-0.001143,-0.000384,0.008063,-0.005892,0.006958,0.014714,0.007008,-0.005892,0.071069,-0.006380,-0.016112,-0.000537,0.006958,-0.006380,0.008166,0.019733,-0.001143,0.014714,-0.016112,0.019733,0.051116,11.368037,0
0.086644,0.077832,1.573953,0.692051,5.013155,0.679804,5.172700,0.272649,4.979543,0.671375,5.006340,0.026051,-0.019430,0.003952,-0.000335,0.005290,-0.000500,-0.001016,-0.000335,0.007985,-0.003498,0.006551,0.012915,0.005290,-0.003498,0.046548,-0.003871,-0.009122,-0.000500,0.006551,-0.003871,0.007302,0.016429,-0.001016,0.012915,-0.009122,0.016429,0.039619,0.971376,1
0.084348,0.076111,1.532063,0.676048,5.271746,0.694234,5.168671,0.304413,5.278591,0.662248,5.096748,0.010503,-0.047061,0.003823,-0.000400,0.006731,-0.000515,-0.001005,-0.000400,0.007780,-0.002764,0.006092,0.011259,0.006731,-0.002764,0.066047,-0.002935,-0.006530,-0.000515,0.006092,-0.002935,0.006498,0.013705,-0.001005,0.011259,-0.006530,0.013705,0.031011,3.117846,0
0.082241,0.074814,1.493423,0.661868,5.530128,0.710295,5.164221,0.337868,5.539826,0.666956,5.259877,0.011264,-0.041502,0.003878,-0.000410,0.005223,-0.000511,-0.000951,-0.000410,0.008138,-0.002408,0.006072,0.010574,0.005223,-0.002408,0.045290,-0.002536,-0.005242,-0.000511,0.006072,-0.002536,0.006069,0.011988,-0.000951,0.010574,-0.005242,0.011988,0.025410,1.929482,1
0.080990,0.073786,1.457859,0.649151,5.788279,0.728072,5.159319,0.372999,5.838039,0.679186,5.321724,0.014365,-0.033529,0.003762,-0.000394,0.006656,-0.000449,-0.000795,-0.000394,0.007784,-0.001873,0.005506,0.009060,0.006656,-0.001873,0.065150,-0.001884,-0.003717,-0.000449,0.005506,-0.001884,0.005253,0.009838,-0.000795,0.009060,-0.003717,0.009838,0.019871,1.850540,0
0.079427,0.078131,1.424350,0.647356,6.046176,0.747647,5.153933,0.409793,6.078485,0.606340,5.133006,-0.038710,-0.113843,0.003825,-0.000435,0.005181,-0.000465,-0.000785,-0.000435,0.008435,-0.001891,0.005670,0.008856,0.005181,-0.001891,0.044784,-0.001821,-0.003349,-0.000465,0.005670,-0.001821,0.005015,0.008847,-0.000785,0.008856,-0.003349,0.008847,0.016861,3.352234,1
0.077878,0.077181,1.393066,0.635771,6.303794,0.769103,5.148029,0.448233,6.330282,0.717036,5.111634,0.033353,0.001450,0.003713,-0.000337,0.006609,-0.000339,-0.000544,-0.000337,0.007743,-0.001516,0.004961,0.007357,0.006609,-0.001516,0.064778,-0.001319,-0.002341,-0.000339,0.004961,-0.001319,0.004263,0.007202,-0.000544,0.007357,-0.002341,0.007202,0.013263,3.643396,0
0.076340,0.076102,1.363828,0.624459,6.561105,0.792523,5.141571,0.488305,6.580475,0.747965,5.069495,0.047198,0.020924,0.003780,-0.000380,0.005120,-0.000365,-0.000561,-0.000380,0.008395,-0.001353,0.005160,0.007299,0.005120,-0.001353,0.044362,-0.001198,-0.001998,-0.000365,0.005160,-0.001198,0.004157,0.006650,-0.000561,0.007299,-0.001998,0.006650,0.011636,0.285890,1
